pl_name,hostname,pl_orbper
K2-195 b,K2-195,15.852989
Kepler-220 c,Kepler-220,9.034190783
Kepler-363 c,Kepler-363,7.54233911
Kepler-256 c,Kepler-256,3.388012244
Kepler-1736 b,Kepler-1736,37.8101174
Kepler-822 b,Kepler-822,3.222969273
Kepler-1093 c,Kepler-1093,89.722292
Kepler-1387 b,Kepler-1387,2.279523364
Kepler-1155 b,Kepler-1155,33.47025
Kepler-398 c,Kepler-398,11.41949528
Kepler-520 b,Kepler-520,19.67416124
BD-17 63 b,BD-17 63,655.59998
Kepler-1050 c,Kepler-1050,21.1284569
HD 100777 b,HD 100777,383.70001
Kepler-624 b,Kepler-624,14.58649856
Kepler-632 b,Kepler-632,30.99661255
Kepler-1019 b,Kepler-1019,1.411230023
Kepler-838 b,Kepler-838,15.74958583
Kepler-1083 b,Kepler-1083,33.4176226408
Kepler-1311 d,Kepler-1311,197.5111484
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,
Kepler-1601 b,Kepler-1601,2.20921951
Kepler-67 b,Kepler-67,15.72589061
Kepler-227 b,Kepler-227,9.488102
Kepler-1078 b,Kepler-1078,3.00725242
Kepler-358 b,Kepler-358,34.0607631
Kepler-295 c,Kepler-295,
Kepler-147 b,Kepler-147,12.6109708
Kepler-766 b,Kepler-766,6.1002925931
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,
Kepler-164 e,Kepler-164,94.90049708
GJ 896 A b,GJ 896 A,284.39
Kepler-776 b,Kepler-776,4.89718784
Kepler-1057 b,Kepler-1057,14.08827448
Kepler-62 f,Kepler-62,267.283301
Kepler-228 d,Kepler-228,11.09431923
Kepler-167 b,Kepler-167,4.39315983
Kepler-297 c,Kepler-297,74.92771752
Kepler-342 b,Kepler-342,15.170189
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,
HD 222076 b,HD 222076,873.04
Kepler-1724 b,Kepler-1724,6.45443377
Kepler-175 c,Kepler-175,34.0350559
Kepler-1508 b,Kepler-1508,20.7056504
Kepler-1740 b,Kepler-1740,8.172400475
Kepler-254 d,Kepler-254,18.74649011
Kepler-1338 b,Kepler-1338,0.935118057
HD 102195 b,HD 102195,4.11434
HD 180053 b,HD 180053,213.72
Kepler-11 e,Kepler-11,31.9954389
Kepler-1193 b,Kepler-1193,2.8326568999
Kepler-161 c,Kepler-161,7.064252
Kepler-267 d,Kepler-267,28.46381
Kepler-633 c,Kepler-633,23.783247
Kepler-545 b,Kepler-545,13.24934059
Kepler-1682 b,Kepler-1682,14.83340944
Kepler-325 c,Kepler-325,12.76224947
Kepler-1189 b,Kepler-1189,3.7885997177
Kepler-813 b,Kepler-813,19.12947603
Kepler-1800 b,Kepler-1800,4.562143
Kepler-1166 b,Kepler-1166,33.2406882
Kepler-1760 b,Kepler-1760,38.326218
Kepler-397 c,Kepler-397,135.4978256
HD 75289 b,HD 75289,3.508
Kepler-326 b,Kepler-326,2.248
Kepler-353 c,Kepler-353,8.41100305
Kepler-549 b,Kepler-549,
Kepler-377 c,Kepler-377,27.0141783
Kepler-975 b,Kepler-975,1.970340203
Kepler-9 b,Kepler-9,19.238
Kepler-292 f,Kepler-292,20.8342947
Kepler-187 b,Kepler-187,4.93886507
Kepler-610 c,Kepler-610,151.86392
Kepler-1213 b,Kepler-1213,5.349791
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,
Kepler-1328 b,Kepler-1328,
Kepler-1938 b,Kepler-1938,13.06240734
Kepler-30 c,Kepler-30,60.32488611
Kepler-1069 b,Kepler-1069,23.8990296
Kepler-1362 b,Kepler-1362,136.205112
Kepler-501 b,Kepler-501,5.640676975
Kepler-1793 b,Kepler-1793,8.77995434
Kepler-612 b,Kepler-612,
HD 12648 b,HD 12648,133.6
KOI-3503 c,KOI-3503,31.828
CoRoT-7 b,CoRoT-7,0.853585
EPIC 212587672 b,EPIC 212587672,15.2841
Kepler-62 d,Kepler-62,
Kepler-938 b,Kepler-938,52.62978192
Kepler-118 c,Kepler-118,20.17202773
Kepler-1722 b,Kepler-1722,9.17858526
Kepler-1578 b,Kepler-1578,1.450886907
HD 47536 b,HD 47536,712.13
Kepler-1669 d,Kepler-1669,4.729344
K2-220 b,K2-220,13.68275
Kepler-229 c,Kepler-229,
Kepler-206 d,Kepler-206,23.4432353
Kepler-1352 b,Kepler-1352,1.877882748
Kepler-1760 b,Kepler-1760,38.32617372
KOI-1599.02,KOI-1599,13.6141
Kepler-226 d,Kepler-226,8.1090679999
Kepler-1467 b,Kepler-1467,47.05670887
Kepler-1303 b,Kepler-1303,7.56127224
Kepler-919 b,Kepler-919,11.04603384
Kepler-1790 b,Kepler-1790,31.5888979
Kepler-139 c,Kepler-139,157.03
Kepler-62 f,Kepler-62,
HD 72659 b,HD 72659,3658.0
Kepler-910 b,Kepler-910,2.364369015
Kepler-951 b,Kepler-951,71.5253931247
NN Ser c,NN Ser,5660.0
HD 72659 b,HD 72659,3549.39854
KOI-984 c,KOI-984,21.512
Kepler-1568 b,Kepler-1568,
HD 111232 b,HD 111232,882.0
Kepler-636 b,Kepler-636,16.080672
Kepler-296 c,Kepler-296,5.841636615
Kepler-1150 b,Kepler-1150,2.787868386
Kepler-1747 b,Kepler-1747,6.230330323
Kepler-656 b,Kepler-656,1.260259094
Kepler-1161 b,Kepler-1161,10.71252541
Kepler-1696 b,Kepler-1696,65.9407869
Kepler-464 b,Kepler-464,7.256965224
Kepler-1301 b,Kepler-1301,9.08233411
Kepler-1576 b,Kepler-1576,6.98472143
HD 74156 c,HD 74156,2448.9
Kepler-342 e,Kepler-342,1.644224613
Kepler-585 b,Kepler-585,2.752359689
Kepler-176 c,Kepler-176,12.75934489
Kepler-1987 e,Kepler-1987,8.74306
Kepler-1466 b,Kepler-1466,31.1748311
Kepler-1083 b,Kepler-1083,
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,
Kepler-742 b,Kepler-742,8.360870704
Kepler-901 b,Kepler-901,3.517494394
Kepler-416 c,Kepler-416,12.20951755
Kepler-398 b,Kepler-398,4.0814261139
Kepler-263 c,Kepler-263,47.3329299
Kepler-1093 b,Kepler-1093,25.08282784
Kepler-520 b,Kepler-520,19.67416124
Kepler-271 b,Kepler-271,5.217738
Kepler-1197 b,Kepler-1197,2.03231845
Kepler-213 b,Kepler-213,2.4623453904
Kepler-1312 b,Kepler-1312,5.448325286
Kepler-1965 b,Kepler-1965,41.8673672
Kepler-79 c,Kepler-79,27.40229859
K2-75 c,K2-75,18.283257
Kepler-1152 b,Kepler-1152,1.646819
Kepler-186 c,Kepler-186,7.26737224
Kepler-1327 b,Kepler-1327,14.88801098
Kepler-368 c,Kepler-368,72.381301
Kepler-1381 b,Kepler-1381,25.3842686
Kepler-595 c,Kepler-595,12.38605
Kepler-1653 b,Kepler-1653,140.2504841
Kepler-1634 b,Kepler-1634,374.878133
Kepler-369 b,Kepler-369,2.732786
Kepler-374 d,Kepler-374,5.028219
Kepler-633 c,Kepler-633,23.7832097
Kepler-687 b,Kepler-687,20.50588921
Kepler-1292 b,Kepler-1292,3.27646405
Kepler-357 d,Kepler-357,49.50081
Kepler-107 c,Kepler-107,4.90143807
Kepler-1229 b,Kepler-1229,86.8299
Kepler-463 b,Kepler-463,8.981016833
Kepler-149 d,Kepler-149,160.0191598
Kepler-430 b,Kepler-430,
Kepler-759 b,Kepler-759,41.81287
Kepler-415 c,Kepler-415,8.70797904
Kepler-634 b,Kepler-634,5.16949729
GJ 3138 c,GJ 3138,5.974
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,
Kepler-149 c,Kepler-149,55.3285
Kepler-944 b,Kepler-944,43.3167427
Kepler-48 b,Kepler-48,4.777995926
Kepler-237 c,Kepler-237,
Kepler-271 b,Kepler-271,10.43547031
HD 2039 b,HD 2039,1183.0
Kepler-223 d,Kepler-223,14.78869
Kepler-1316 b,Kepler-1316,87.9724227
Kepler-211 c,Kepler-211,6.0404406157
Kepler-1747 b,Kepler-1747,6.230335
Kepler-989 b,Kepler-989,7.96431492
Kepler-1368 b,Kepler-1368,0.675650404
Kepler-1417 b,Kepler-1417,20.3504704
Kepler-1050 b,Kepler-1050,15.3787546
Kepler-1669 c,Kepler-1669,1.60932168
Kepler-165 b,Kepler-165,
Kepler-324 b,Kepler-324,4.38536428
KOI-3503 c,KOI-3503,31.8245304
Kepler-1341 b,Kepler-1341,132.995699352
Kepler-107 c,Kepler-107,4.90144976
Kepler-1455 b,Kepler-1455,49.27668
Kepler-290 c,Kepler-290,36.77045659
Kepler-1448 b,Kepler-1448,12.27065865
Kepler-186 c,Kepler-186,7.26731094
Kepler-172 c,Kepler-172,6.3889479706
HD 8574 b,HD 8574,227.55
Kepler-80 e,Kepler-80,4.64535284
HD 47366 b,HD 47366,359.15
Kepler-935 b,Kepler-935,4.88084456
Kepler-1366 b,Kepler-1366,2.164570968
Kepler-169 e,Kepler-169,13.76706856
Kepler-431 c,Kepler-431,8.70337044
HIP 948 b,HIP 948,24955.45756
Kepler-1853 b,Kepler-1853,48.88848017
Kepler-1092 b,Kepler-1092,58.60136304
Kepler-178 d,Kepler-178,96.6781926
Kepler-1356 b,Kepler-1356,0.634002937
Kepler-317 c,Kepler-317,
Kepler-20 b,Kepler-20,3.696121272
Kepler-176 c,Kepler-176,12.759
Kepler-639 b,Kepler-639,
Kepler-326 b,Kepler-326,2.248288213
Kepler-404 b,Kepler-404,11.8296627554
Kepler-946 b,Kepler-946,11.79161234
NGTS-34 b,NGTS-34,43.12655
KMT-2024-BLG-1005L b,KMT-2024-BLG-1005L,
HD 72659 b,HD 72659,3561.0
HIP 54515 b,HIP 54515,33000.0
HD 136352 b,HD 136352,11.5824
NN Ser c,NN Ser,6987.0
Kepler-213 b,Kepler-213,2.462344253
Kepler-778 b,Kepler-778,3.75574267
14 And b,14 And,
Kepler-1559 b,Kepler-1559,0.971915428
Kepler-341 d,Kepler-341,27.6666375
Kepler-249 d,Kepler-249,15.36843606
Kepler-435 b,Kepler-435,8.6001536
Kepler-107 d,Kepler-107,7.95830216
Kepler-31 c,Kepler-31,42.63416177
K2-136 c,K2-136,17.30681
Kepler-681 b,Kepler-681,26.39435646
Kepler-272 b,Kepler-272,2.9713641
Kepler-1192 b,Kepler-1192,25.20299395
Kepler-357 c,Kepler-357,16.85825609
HATS-48 A b,HATS-48 A,3.13167354484
XO-1 b,XO-1,3.941534
XO-2 N b,XO-2 N,2.615857
WASP-1 b,WASP-1,2.519961
Kepler-267 b,Kepler-267,3.353707
Kepler-82 b,Kepler-82,26.444
WASP-39 b,WASP-39,4.055259
TrES-2 b,TrES-2,2.47063
HAT-P-2 b,HAT-P-2,5.63332
GJ 436 b,GJ 436,2.64385
HAT-P-1 b,HAT-P-1,4.46543
TrES-1 b,TrES-1,3.030065
TrES-3 b,TrES-3,1.30619
TrES-4 b,TrES-4,3.553945
HAT-P-3 b,HAT-P-3,2.899703
HAT-P-4 b,HAT-P-4,3.056536
HAT-P-5 b,HAT-P-5,2.788491
HAT-P-6 b,HAT-P-6,3.852985
HD 149026 b,HD 149026,2.87598
HD 189733 b,HD 189733,2.218573
HD 209458 b,HD 209458,3.524746
WASP-2 b,WASP-2,2.152226
WASP-2 b,WASP-2,2.15226
TrES-2 b,TrES-2,2.47063
TrES-4 b,TrES-4,3.553945
WASP-3 b,WASP-3,1.846835
WASP-8 b,WASP-8,8.158715
WASP-18 b,WASP-18,0.94145299
HAT-P-30 b,HAT-P-30,2.810595
HAT-P-13 b,HAT-P-13,2.91626
HAT-P-13 c,HAT-P-13,428.5
WASP-43 b,WASP-43,0.813475
WASP-35 b,WASP-35,3.161575
WASP-48 b,WASP-48,2.143634
WASP-46 b,WASP-46,1.43037
HAT-P-32 b,HAT-P-32,2.150008
HAT-P-33 b,HAT-P-33,3.474474
KOI-13 b,KOI-13,1.7635892
Kepler-17 b,Kepler-17,1.4857108
WASP-50 b,WASP-50,1.9550959
Qatar-2 b,Qatar-2,1.3371182
Kepler-12 b,Kepler-12,4.4379637
HAT-P-34 b,HAT-P-34,5.452654
KOI-13 b,KOI-13,1.7635877
WASP-78 b,WASP-78,2.17517632
WASP-79 b,WASP-79,3.6623866
KELT-1 b,KELT-1,1.217514
KELT-2 A b,KELT-2 A,4.1137912
HAT-P-3 b,HAT-P-3,2.899736
TrES-2 b,TrES-2,2.47061344
TrES-3 b,TrES-3,1.30618608
HAT-P-4 b,HAT-P-4,3.0565114
WASP-3 b,WASP-3,1.8468373
HAT-P-3 b,HAT-P-3,2.899737
HAT-P-38 b,HAT-P-38,4.640382
WASP-24 b,WASP-24,2.3412127
WASP-1 b,WASP-1,2.5199449
WASP-4 b,WASP-4,1.33823187
WASP-5 b,WASP-5,1.62843142
WASP-7 b,WASP-7,4.9546416
HAT-P-40 b,HAT-P-40,4.457243
HAT-P-41 b,HAT-P-41,2.694047
WASP-13 b,WASP-13,4.353011
WASP-19 b,WASP-19,0.78884
WASP-26 b,WASP-26,2.7566004
WASP-49 b,WASP-49,2.7817387
WASP-62 b,WASP-62,4.411953
WASP-63 b,WASP-63,4.37809
Kepler-190 c,Kepler-190,3.763041531
Kepler-1241 b,Kepler-1241,18.5525701
Kepler-1165 c,Kepler-1165,29.9686052
Kepler-452 b,Kepler-452,384.843022
Kepler-278 b,Kepler-278,30.159863
K2-277 b,K2-277,6.327
KELT-8 b,KELT-8,3.24408156
Kepler-107 d,Kepler-107,7.9579290104
Kepler-943 b,Kepler-943,49.7700907
Kepler-1978 b,Kepler-1978,10.84965239
Kepler-694 b,Kepler-694,6.365841612
Kepler-142 c,Kepler-142,4.761705259
Kepler-342 e,Kepler-342,1.644221032
GJ 2126 b,GJ 2126,272.7
Kepler-1370 b,Kepler-1370,20.2642023
Kepler-612 b,Kepler-612,3.722158895
Kepler-1298 b,Kepler-1298,7.12811928
Kepler-1566 b,Kepler-1566,0.539915238
Kepler-1152 b,Kepler-1152,1.65
Kepler-891 b,Kepler-891,53.44950392
Kepler-633 c,Kepler-633,23.783247
Kepler-851 b,Kepler-851,8.50691
Kepler-896 b,Kepler-896,144.547396
HS Psc b,HS Psc,3.986
HD 134606 f,HD 134606,26.915
Kepler-391 c,Kepler-391,20.48624659
Kepler-92 c,Kepler-92,26.72320347
Kepler-36 b,Kepler-36,13.84984567
YZ Cet d,YZ Cet,4.65627
K2-35 c,K2-35,5.6084
Kepler-935 b,Kepler-935,4.88084456
Kepler-784 c,Kepler-784,17.15699959
Kepler-350 c,Kepler-350,17.848508
Kepler-215 d,Kepler-215,30.86437869
Kepler-1077 b,Kepler-1077,34.3511339
Kepler-538 b,Kepler-538,81.73780699
Kepler-11 c,Kepler-11,13.024933
Kepler-1355 b,Kepler-1355,1.2895886
Kepler-647 b,Kepler-647,16.2254649
Kepler-240 c,Kepler-240,7.95353767
Kepler-972 b,Kepler-972,
Kepler-913 b,Kepler-913,10.29672521
Kepler-100 d,Kepler-100,35.3330866
Kepler-1866 b,Kepler-1866,11.6601667
Kepler-1228 b,Kepler-1228,0.577369579
Kepler-1496 b,Kepler-1496,64.65886514
Kepler-541 b,Kepler-541,5.08004339
Kepler-1859 c,Kepler-1859,3.59645081
Kepler-1915 b,Kepler-1915,13.8354142
Kepler-242 c,Kepler-242,14.49652389
Kepler-613 b,Kepler-613,15.77955
Kepler-261 c,Kepler-261,24.57081569
TOI-778 b,TOI-778,4.6336155
Kepler-18 b,Kepler-18,3.5046913
TOI-2285 b,TOI-2285,13.635109
TrES-5 b,TrES-5,1.482246865
TOI-4184 b,TOI-4184,4.9019804
TOI-1268 b,TOI-1268,8.157721
HATS-22 b,HATS-22,4.72281727
KELT-2 A b,KELT-2 A,4.1137862
HAT-P-38 b,HAT-P-38,4.64012692204
KELT-20 b,KELT-20,3.4741012
TOI-7041 b,TOI-7041,9.691
WASP-16 b,WASP-16,3.118536
WASP-15 b,WASP-15,3.752062
WASP-131 b,WASP-131,5.32205050955
WASP-46 b,WASP-46,1.43036994965
WASP-62 b,WASP-62,4.4119378
WASP-95 b,WASP-95,2.18466694872
WASP-100 b,WASP-100,2.8493825
WASP-94 A b,WASP-94 A,3.9502008
WASP-8 b,WASP-8,8.1587261
WASP-97 b,WASP-97,2.0727598
WASP-6 b,WASP-6,3.36100125301
WASP-96 b,WASP-96,3.42525631341
WASP-5 b,WASP-5,1.6284288331
WASP-50 b,WASP-50,1.95509315621
WASP-77 A b,WASP-77 A,1.36002827982
HD 189733 b,HD 189733,2.21857480391
Ross 176 b,Ross 176,5.006622
WASP-11 b,WASP-11,3.72246259498
WASP-28 b,WASP-28,3.408833
WASP-32 b,WASP-32,2.7186256
WASP-75 b,WASP-75,2.4841975
XO-4 b,XO-4,4.1250429
WASP-12 b,WASP-12,1.09143044696
HAT-P-4 b,HAT-P-4,3.0565259
HAT-P-2 b,HAT-P-2,5.633477
TrES-3 b,TrES-3,1.3061880169
WASP-76 b,WASP-76,1.8098810771
HAT-P-19 b,HAT-P-19,4.00882450354
KOI-13 b,KOI-13,1.7635881
TrES-1 b,TrES-1,3.03007145827
TOI-1238 c,TOI-1238,3.29476891974
TOI-1238 b,TOI-1238,0.76458065849
HAT-P-34 b,HAT-P-34,5.4526479
HAT-P-7 b,HAT-P-7,2.2047452
KELT-16 b,KELT-16,0.96899271754
HAT-P-6 b,HAT-P-6,3.8529998
HAT-P-1 b,HAT-P-1,4.4652986
HAT-P-3 b,HAT-P-3,2.8997405
HAT-P-16 b,HAT-P-16,2.7759678
Qatar-1 b,Qatar-1,1.4200248
KELT-1 b,KELT-1,1.2174936
WASP-17 b,WASP-17,3.7354838
TrES-4 b,TrES-4,3.55392834409
HAT-P-18 b,HAT-P-18,5.50806821746
WASP-3 b,WASP-3,1.8468345
HAT-P-5 b,HAT-P-5,2.78847226599
TrES-2 b,TrES-2,2.470611418
Kepler-12 b,Kepler-12,4.43797265828
Kepler-5 b,Kepler-5,3.54844807426
WASP-7 b,WASP-7,4.954648
WASP-26 b,WASP-26,2.75673948743
WASP-33 b,WASP-33,1.21983821253
WASP-48 b,WASP-48,2.14363640031
XO-3 b,XO-3,3.1915257
KELT-7 b,KELT-7,2.7347651
HAT-P-33 b,HAT-P-33,3.4744763
TOI-1743 b,TOI-1743,4.2660553
KELT-3 b,KELT-3,2.7033942
WASP-13 b,WASP-13,4.3532339
HAT-P-22 b,HAT-P-22,3.2122302
GJ 436 b,GJ 436,2.64388561055
KELT-6 b,KELT-6,7.8456075
HAT-P-12 b,HAT-P-12,3.2130578
Kepler-6 b,Kepler-6,3.23469439654
HAT-P-20 b,HAT-P-20,2.8753183
WASP-104 b,WASP-104,1.7554285353
WASP-65 b,WASP-65,2.31142033564
XO-1 b,XO-1,3.9415041
HD 149026 b,HD 149026,2.8758831
HAT-P-13 b,HAT-P-13,2.91640044952
TOI-5422 b,TOI-5422,5.37679969837
WASP-14 b,WASP-14,2.2438471
WASP-37 b,WASP-37,3.57718908979
WASP-39 b,WASP-39,4.05528321079
WASP-24 b,WASP-24,2.3409909
WASP-18 b,WASP-18,0.9414525
WASP-29 b,WASP-29,3.9227122
WASP-72 b,WASP-72,2.21674
WASP-140 b,WASP-140,2.23598645524
WASP-35 b,WASP-35,3.16156970081
WASP-101 b,WASP-101,3.58570760707
WASP-64 b,WASP-64,1.57328484098
KELT-9 b,KELT-9,1.48109028542
WASP-107 b,WASP-107,
HAT-P-41 b,HAT-P-41,2.69403477519
Kepler-17 b,Kepler-17,1.4857147966
CoRoT-2 b,CoRoT-2,1.74301433466
WASP-2 b,WASP-2,2.15216301909
HAT-P-23 b,HAT-P-23,1.21291385425
TOI-5799 b,TOI-5799,4.16454481954
WASP-80 b,WASP-80,3.06781598971
TrES-3 b,TrES-3,1.306186
K2-121 b,K2-121,5.185768
Kepler-506 b,Kepler-506,6.8834148502
55 Cnc e,55 Cnc,
Kepler-76 b,Kepler-76,1.544928892
TOI-954 b,TOI-954,3.6849729
WASP-145 A b,WASP-145 A,1.76903814
WASP-10 b,WASP-10,3.09272932
WASP-14 b,WASP-14,2.2437661
WASP-18 b,WASP-18,0.9414523
WASP-26 b,WASP-26,2.7565972
WASP-28 b,WASP-28,3.40883
WASP-29 b,WASP-29,3.9227186
WASP-2 b,WASP-2,2.15222163
WASP-32 b,WASP-32,2.7186591
WASP-34 b,WASP-34,4.3176782
WASP-35 b,WASP-35,3.161575
WASP-36 b,WASP-36,1.5373653
WASP-37 b,WASP-37,3.577469
WASP-39 b,WASP-39,4.0552947
WASP-3 b,WASP-3,1.8468351
WASP-43 b,WASP-43,0.81347437
WASP-46 b,WASP-46,1.43037
WASP-48 b,WASP-48,2.143634
WASP-4 b,WASP-4,1.338231624
WASP-50 b,WASP-50,1.9550938
WASP-5 b,WASP-5,1.62842953
WASP-6 b,WASP-6,3.36100239
WASP-7 b,WASP-7,4.9546416
XO-1 b,XO-1,3.94150685
XO-2 N b,XO-2 N,2.61585922
XO-4 b,XO-4,4.1250823
WASP-78 b,WASP-78,2.1751763
WASP-79 b,WASP-79,3.6623866
KELT-2 A b,KELT-2 A,4.113791
HAT-P-40 b,HAT-P-40,4.457243
HAT-P-41 b,HAT-P-41,2.694047
WASP-49 b,WASP-49,2.7817387
WASP-74 b,WASP-74,2.1377445
Kepler-5 b,Kepler-5,3.5484658875
Kepler-6 b,Kepler-6,3.2346993953
KOI-13 b,KOI-13,1.7635874737
Kepler-17 b,Kepler-17,1.4857109944
Kepler-12 b,Kepler-12,4.4379624971
XO-2 N b,XO-2 N,2.61586178
HD 202772 A b,HD 202772 A,3.308958
HAT-P-20 b,HAT-P-20,2.8753186
HAT-P-2 b,HAT-P-2,5.6334754
HAT-P-34 b,HAT-P-34,5.452654
HD 80606 b,HD 80606,111.4367
WASP-38 b,WASP-38,6.871815
WASP-8 b,WASP-8,8.158715
XO-3 b,XO-3,3.19153285
CoRoT-1 b,CoRoT-1,1.5089682
CoRoT-2 b,CoRoT-2,1.74299673
HAT-P-12 b,HAT-P-12,3.21305929
HAT-P-13 b,HAT-P-13,2.9162383
HAT-P-18 b,HAT-P-18,5.508023
HAT-P-19 b,HAT-P-19,4.008778
HAT-P-1 b,HAT-P-1,4.46529976
HAT-P-22 b,HAT-P-22,3.21222
HAT-P-23 b,HAT-P-23,1.21288287
HAT-P-30 b,HAT-P-30,2.810595
HAT-P-32 b,HAT-P-32,2.15000825
HAT-P-33 b,HAT-P-33,3.474474
HAT-P-3 b,HAT-P-3,2.899736
HAT-P-4 b,HAT-P-4,3.0565254
HAT-P-5 b,HAT-P-5,2.7884736
HAT-P-6 b,HAT-P-6,3.853003
HAT-P-8 b,HAT-P-8,3.0763458
Kepler-5 b,Kepler-5,3.5484625
HAT-P-7 b,HAT-P-7,2.204737
Kepler-6 b,Kepler-6,3.2346994
Kepler-17 b,Kepler-17,1.48571091
TrES-2 b,TrES-2,2.470613374
Proxima Cen b,Proxima Cen,11.1855
TrES-2 b,TrES-2,2.47061437
CoRoT-2 b,CoRoT-2,1.7429975
HAT-P-12 b,HAT-P-12,3.2130579
WASP-12 b,WASP-12,1.0914199
WASP-52 b,WASP-52,1.7497828
WASP-103 b,WASP-103,0.925542
WASP-87 b,WASP-87,1.682795
HAT-P-32 b,HAT-P-32,2.1500082
WASP-121 b,WASP-121,1.2749255
WASP-12 b,WASP-12,1.09142
WASP-50 b,WASP-50,1.9551
WASP-33 b,WASP-33,1.21987
HAT-P-34 b,HAT-P-34,5.452647
WASP-37 b,WASP-37,3.5774807
HAT-P-38 b,HAT-P-38,4.6403293
TOI-1798.02,TOI-1798,0.43780833646
Kepler-102 d,Kepler-102,10.3117367
Kepler-65 c,Kepler-65,
TOI-1266 c,TOI-1266,18.80161110998
GJ 143 b,GJ 143,35.589
WASP-46 b,WASP-46,1.43036763
WASP-43 b,WASP-43,0.81347753
WASP-75 b,WASP-75,2.4841939
Qatar-1 b,Qatar-1,1.4200246
CoRoT-2 b,CoRoT-2,1.7429964
HAT-P-18 b,HAT-P-18,5.507978
HAT-P-32 b,HAT-P-32,2.1500085
WASP-80 b,WASP-80,
HD 189733 b,HD 189733,
KOI-13 b,KOI-13,1.76358799
CoRoT-1 b,CoRoT-1,1.5089557
KELT-6 b,KELT-6,7.8455821
KELT-6 c,KELT-6,1276.0
HD 209458 b,HD 209458,3.52475
WASP-14 b,WASP-14,2.2437655
TrES-3 b,TrES-3,1.30618619
WASP-11 b,WASP-11,3.72247967
GJ 436 b,GJ 436,2.6438979
HD 189733 b,HD 189733,2.218573
WASP-80 b,WASP-80,3.06785952
WASP-43 b,WASP-43,0.81347436
WASP-29 b,WASP-29,3.9227186
HAT-P-20 b,HAT-P-20,2.8753187
Kepler-5 b,Kepler-5,3.5484657
HAT-P-7 b,HAT-P-7,2.2047354
Kepler-6 b,Kepler-6,3.2346996
KOI-13 b,KOI-13,1.763588
TrES-2 b,TrES-2,2.47061317
WASP-19 b,WASP-19,0.78883942
WASP-19 b,WASP-19,
GJ 436 b,GJ 436,2.6438904
WASP-19 b,WASP-19,0.788839
XO-2 N b,XO-2 N,2.61586178
WASP-14 b,WASP-14,2.24376524
GJ 1132 b,GJ 1132,1.62893
HAT-P-18 b,HAT-P-18,5.5080291
HAT-P-19 b,HAT-P-19,4.0087842
WASP-21 b,WASP-21,4.3225126
WASP-6 b,WASP-6,3.36
HAT-P-12 b,HAT-P-12,3.21
HAT-P-1 b,HAT-P-1,4.46
HD 189733 b,HD 189733,2.22
HD 209458 b,HD 209458,3.52
WASP-12 b,WASP-12,1.09
WASP-17 b,WASP-17,3.73
WASP-19 b,WASP-19,0.79
WASP-39 b,WASP-39,4.06
Kepler-17 b,Kepler-17,1.4857108
Kepler-12 b,Kepler-12,4.4379637
CoRoT-2 b,CoRoT-2,1.7429935
TrES-4 b,TrES-4,3.5539268
HAT-P-3 b,HAT-P-3,2.899736
HAT-P-6 b,HAT-P-6,3.853003
WASP-12 b,WASP-12,1.0914222
WASP-13 b,WASP-13,4.353011
WASP-14 b,WASP-14,2.2437661
WASP-18 b,WASP-18,0.94145181
WASP-4 b,WASP-4,1.33823144
WASP-5 b,WASP-5,1.6284246
WASP-7 b,WASP-7,4.9546416
XO-2 N b,XO-2 N,2.615864
WASP-1 b,WASP-1,2.5199464
WASP-21 b,WASP-21,4.322506
WASP-2 b,WASP-2,2.15222144
WASP-2 b,WASP-2,2.15222144
HAT-P-12 b,HAT-P-12,3.2130589
HAT-P-13 b,HAT-P-13,2.9162433
HAT-P-16 b,HAT-P-16,2.7759704
HAT-P-23 b,HAT-P-23,1.2128867
WASP-10 b,WASP-10,3.0927295
WASP-33 b,WASP-33,
WASP-33 b,WASP-33,
WASP-15 b,WASP-15,3.7521
WASP-17 b,WASP-17,3.735433
WASP-18 b,WASP-18,0.9414529
WASP-4 b,WASP-4,1.3382299
WASP-5 b,WASP-5,1.6284229
Kepler-1829 b,Kepler-1829,5.186737262
Kepler-100 d,Kepler-100,35.3331
HAT-P-7 b,HAT-P-7,2.20473537
Kepler-17 b,Kepler-17,1.48571127
KOI-13 b,KOI-13,1.763587569
KELT-3 b,KELT-3,2.703385
WASP-4 b,WASP-4,1.338231466
KOI-13 b,KOI-13,1.7635877
Kepler-6 b,Kepler-6,3.23469955
Kepler-5 b,Kepler-5,3.54846566
Kepler-12 b,Kepler-12,4.43796291
Qatar-2 b,Qatar-2,1.33711569
WASP-75 b,WASP-75,2.4841981
KELT-9 b,KELT-9,
WASP-18 b,WASP-18,
HD 189733 b,HD 189733,2.218577
WASP-2 b,WASP-2,2.152175
WASP-18 b,WASP-18,0.9414526
CoRoT-1 b,CoRoT-1,1.5089557
GJ 436 b,GJ 436,2.64389803
HAT-P-12 b,HAT-P-12,3.21305992
HAT-P-22 b,HAT-P-22,3.21223328
HAT-P-3 b,HAT-P-3,2.89973838
