PGC,ra,dec,OType,MType,logD25,logR25,PA,ANames,framework_id,frame_hash
970765,00 00 37.2,-11 02 08,G,0,0.47,0.25,174.0,0,5693623723100034559,5247543334485450017
878701,00 00 37.3,-17 42 49,G,0,0.36,0.08,165.0,0,1338643310484136526,-4976109560857212782
859732,00 00 37.3,-19 06 12,G,0,0.54,0.42,62.0,0,-6293562182069584632,-8884391053011367023
52,00 00 37.4,+36 10 54,G,0,0.53,0.19,100.0,KUG2358+359.9-390623  NPM1G+35.0494,1049559831175644562,5005037221221619307
55,00 00 37.4,+33 36 05,G,Sc,0.89,0.48,11.0,UGC12898              KAZ237,1614453230877892679,-7721913769641315208
404005,00 00 37.4,-56 00 24,G,0,0.5,0.26,86.0,0,-1687048037850126412,1489837939218603237
721260,00 00 37.4,-30 06 43,G,0,0.58,0.36,104.0,0,-1230755215483767794,-7487102045448641177
124798,00 00 37.6,-38 03 11,G,0,0.0,0.0,0.0,LCRSB235803.6-381953,6735393081576991168,-2478262245202902824
409058,00 00 37.7,-55 28 20,G,0,0.55,0.15,22.0,0,-9045992468997677892,-8814956720858658112
900251,00 00 37.7,-16 16 25,G,0,0.33,0.04,0.0,0,7739212040730275695,8578837054495214213
507556,00 00 37.9,-47 01 41,G,0,0.49,0.41,96.0,0,5796024845208852280,8100812592337776618
618004,00 00 37.9,-37 45 56,G,0,0.52,0.21,30.0,0,-7018646119749672259,-6852374407110546192
1035837,00 00 38.0,-06 10 56,G,0,0.41,0.13,90.0,0,505572174878585461,-2018644179321624935
54,00 00 38.0,+28 23 05,GM,Sab,1.06,0.47,8.0,UGC12897              MCG5-01-020           CGCG499-32            CGCG498-60            HCG99A,-6886796730676143147,1922131696498449817
1762552,00 00 38.1,+26 05 59,G,0,0.32,0.08,94.0,0,3572418275883212899,2302105647845865323
515301,00 00 38.2,-46 24 49,G,0,0.61,0.08,172.0,0,-7483577273884911998,6913473270442054014
1427699,00 00 38.2,+13 18 19,G,0,0.42,0.19,65.0,0,3910656101521135250,-4394243001890099684
3095389,00 00 38.2,-00 18 08,G,0,0.0,0.0,0.0,0,1603121971842423005,-2651167941401788974
53,00 00 38.2,+20 03 32,G,Sd,0.83,0.12,126.0,UGC12895              KUG2358+197,8605835944181335121,1578046831190471377
2036446,00 00 38.3,+33 39 18,G,0,0.57,0.11,107.0,0,-4509028303878890991,-576516733356734927
282719,00 00 38.4,-68 53 37,G,0,0.41,0.04,0.0,0,2433366084339143024,6620834239585335248
863950,00 00 38.4,-18 46 11,G,0,0.54,0.31,138.0,0,-7884936633555477497,4558154256239230816
143143,00 00 38.5,-33 10 50,G,0,0.68,0.19,66.0,0,-5093331308299846691,7940062685368837053
228325,00 00 38.5,-80 11 07,G,0,0.5,0.2,164.0,0,-5812815704498751188,7443061536514370891
351111,00 00 38.6,-61 55 16,G,0,0.34,0.03,0.0,0,6590554335865816534,-6230466174664042546
512418,00 00 38.7,-46 39 04,G,0,0.69,0.04,0.0,0,-812551645529147683,-6272969615891368880
1757886,00 00 38.7,+25 58 54,G,0,0.41,0.22,7.0,0,6647105634110110535,3344451814126255456
616816,00 00 38.7,-37 50 31,G,0,0.34,0.11,150.0,0,-574457437827185246,8453928328389503094
408948,00 00 38.9,-55 29 01,G,0,0.57,0.37,136.0,0,-6671990126795882592,5821022720746915414
3098477,00 00 39.1,+02 55 03,G,0,0.48,0.0,0.0,0,-6184128814741233047,7451265492664603740
1154129,00 00 39.4,-00 00 49,G,0,0.63,0.47,159.0,0,4442349235220597942,-6517788347923423736
1210219,00 00 39.4,+01 55 08,G,0,0.5,0.31,175.0,0,-3506952551553414026,1692619903611539774
143144,00 00 39.4,-30 59 13,G,0,0.0,0.0,0.0,DUKST409-33,-1790264201005650161,944642461025004663
595603,00 00 39.4,-39 39 30,G,0,0.51,0.43,81.0,0,-3535513594588444444,9151009672773633134
819183,00 00 39.5,-22 06 11,G,0,0.46,0.07,60.0,0,2747589442625844637,8606772373435405683
1310857,00 00 39.5,+06 57 23,G,0,0.55,0.11,107.0,0,-3835204496801505386,9097268080454771486
1016190,00 00 39.5,-07 36 09,G,0,0.33,0.05,109.0,0,689637962318692225,-439550377841077458
931916,00 00 39.5,-13 53 00,G,0,0.61,0.58,137.0,0,1243905142912219404,7014623811530776300
580835,00 00 39.7,-40 56 10,G,0,0.35,0.12,71.0,0,-8507375455897461186,-2840501040350680968
877643,00 00 39.7,-17 46 44,G,0,0.66,0.46,170.0,0,3652507708404608799,-403573579873937959
475921,00 00 39.8,-49 31 43,G,0,0.63,0.67,51.0,0,6272460914247941338,-3980211732989505514
969263,00 00 39.9,-11 09 28,G,0,0.54,0.19,104.0,NPM1G-11.0581,-1993411171797362069,7189349468211773110
1124629,00 00 40.0,-01 11 29,G,0,0.38,0.18,63.0,0,-1682124084125775552,-3802432276957732198
1888270,00 00 40.0,+30 03 05,G,0,0.54,0.07,21.0,0,623610774946862819,3027252652153079569
619134,00 00 40.0,-37 41 38,G,0,0.35,0.06,122.0,0,2985502830891759900,4923781828265202817
759773,00 00 40.0,-27 06 12,G,0,0.77,0.61,65.0,0,7932789588164344084,-2159801631437799684
502879,00 00 40.0,-47 20 37,G,0,0.52,0.23,112.0,0,1797833591646723093,-211565835548977660
1497114,00 00 40.0,+15 56 53,G,0,0.5,0.1,34.0,0,-4724957260383697272,5775986523254759833
361536,00 00 40.1,-60 39 40,G,0,0.52,0.4,137.0,0,3089198044217855227,1062207460149743218
1831512,00 00 40.1,+28 17 13,G,0,0.6,0.3,150.0,0,4871612484554501483,-2326570519399880066
418839,00 00 40.2,-54 29 50,G,0,0.36,0.18,22.0,0,1004790059840762168,6933710905019104094
840228,00 00 40.2,-20 32 38,G,0,0.54,0.29,68.0,0,-8343200333537923191,-1415844968165093173
1646644,00 00 40.3,+21 16 33,G,0,0.51,0.1,55.0,0,4233341572018269332,7657002720335772354
848590,00 00 40.3,-19 55 44,G,0,0.52,0.23,50.0,0,7962797854674694258,7239590157386188963
987992,00 00 40.4,-09 40 22,G,0,0.47,0.11,150.0,0,-1371176208279125592,3843421227705287474
3080167,00 00 40.6,-16 34 08,G,0,0.81,0.37,159.0,0,8050928340304584733,5334334918317780324
56,00 00 40.7,-05 47 19,GM,0,0.5,0.23,140.0,(VIIIZw495)           NPM1G-06.0626,3538378788273487165,7274590744142620315
1026870,00 00 40.9,-06 55 32,G,0,0.33,0.05,111.0,0,-7226669818168008737,2623298638540902610
1222938,00 00 40.9,+02 18 52,G,0,0.54,0.17,130.0,0,-4236471493844948291,1657871237845308086
1791383,00 00 40.9,+26 53 16,G,0,0.5,0.42,139.0,IRASF23580+2636,5572426480246488930,-4859259543478928970
143145,00 00 40.9,-66 38 01,G,0,0.59,0.37,89.0,0,6289474416147453773,-1512156929066924145
748582,00 00 41.0,-27 52 51,G,0,0.37,0.07,54.0,0,3088363902645059908,-8003892659191389082
647198,00 00 41.0,-35 34 39,G,0,0.53,0.48,124.0,0,1744699902437581021,-5222120927179199804
2272362,00 00 41.2,+45 54 48,G,0,0.57,0.4,34.0,0,-5858948550617698717,8183819325386518762
754966,00 00 41.2,-27 26 06,G,0,0.76,0.55,5.0,0,4750434363039639175,745338045421231766
619178,00 00 41.3,-37 41 29,G,0,0.41,0.2,47.0,0,-7144586498065788104,7562033742497065609
1229435,00 00 41.5,+02 31 03,G,0,0.65,0.44,56.0,0,647185189621930315,-4717009466168957175
1814250,00 00 41.6,+27 39 04,G,0,0.48,0.14,36.0,0,5780281044162795538,-1024083193647635193
909348,00 00 41.6,-15 34 31,G,0,0.45,0.18,18.0,0,-6126742463357994166,-7975131496859943273
107663,00 00 41.6,-38 41 52,G,0,0.47,0.33,12.0,LCRSB235807.7-385834,-6137104936946315470,1825322303891599535
755853,00 00 41.6,-27 22 40,G,0,0.47,0.11,164.0,0,-6402766449605619011,-4013781353218470840
894281,00 00 41.8,-16 44 10,G,0,0.35,0.12,18.0,0,2108906699031624587,-5892993589626296108
752477,00 00 41.8,-27 36 27,G,0,0.4,0.08,101.0,0,3416709821998401974,-3290977049680126526
732692,00 00 41.8,-29 09 10,G,0,0.77,0.27,13.0,0,5130403331868050308,-1268005978287580384
864115,00 00 41.8,-18 45 23,G,0,0.69,0.02,0.0,0,-162863001967014993,-7647235202627653521
359383,00 00 41.9,-60 55 25,G,0,0.42,0.05,0.0,0,354518444513345576,-7346612813013283908
354047,00 00 41.9,-61 35 44,G,0,0.46,0.11,157.0,0,5482956843382861823,-4596020940119348907
781572,00 00 42.1,-25 12 08,G,0,0.69,0.21,57.0,0,4111890579132380528,-3632833028527565231
488348,00 00 42.1,-48 20 55,G,0,0.77,0.6,23.0,0,3879289365451547978,5535278785227307231
1310270,00 00 42.1,+06 55 39,G,0,0.55,0.02,0.0,0,-4977147817938621869,-8218337893337012935
2039229,00 00 42.1,+33 48 40,G,0,0.49,0.1,12.0,0,6394272329696512336,1005876006983962319
927650,00 00 42.2,-14 12 15,G,0,0.59,0.32,140.0,0,-6109274505793487535,-3233928166835058152
2070184,00 00 42.2,+35 48 01,G,0,0.42,0.1,95.0,0,7231594208418018818,-6298428878643694710
1804818,00 00 42.2,+27 19 56,G,0,0.8,0.53,32.0,0,-5916901947271282741,224879499815375347
750548,00 00 42.2,-27 44 20,G,0,0.62,0.31,166.0,0,8334576854316324946,-627653627679642062
373061,00 00 42.3,-59 13 24,G,0,0.46,0.14,87.0,0,8911775914394928209,-8409499920287114288
222371,00 00 42.4,-82 47 54,G,0,0.6,0.04,0.0,0,4231409930445478369,-1406461560757279508
376231,00 00 42.4,-58 48 20,G,0,0.45,0.23,178.0,0,-5247572223951499123,4700770193027690348
57,00 00 42.4,+28 22 09,GM,SO,0.46,0.09,88.0,HCG99E,-8551446710101879234,8899868042475173645
107480,00 00 42.4,-41 39 57,G,0,0.0,0.0,0.0,LCRSB235808.6-415638,7563388399095065341,-6763957030776541443
881497,00 00 42.6,-17 32 42,G,0,0.43,0.24,138.0,0,-1161009261912738534,3558664584811948135
1762820,00 00 42.7,+26 06 23,G,0,0.43,0.18,142.0,0,-7819152756448771664,3099299045868679060
788348,00 00 42.7,-24 35 21,G,0,0.67,0.12,137.0,0,1606514292496400779,2799697257926198876
755470,00 00 42.7,-27 24 14,G,0,0.6,0.5,10.0,0,1211501347978505495,7560890070068513230
2199372,00 00 42.8,+42 27 44,G,0,0.41,0.04,0.0,NPM1G+42.0549,8571843225984751366,716279515011214804
170469,00 00 42.8,-72 17 14,G,0,0.81,0.22,101.0,0,-3679000064010877675,-1976590166932747670
834646,00 00 42.8,-20 57 20,G,0,0.52,0.43,75.0,0,-2242887729208170115,7864837400015608320
124799,00 00 43.0,-39 26 12,G,0,0.0,0.0,0.0,LCRSB235809.1-394254,3157023607950234340,-463808095757939703
1969371,00 00 43.0,+31 53 01,G,0,0.59,0.36,65.0,0,6575351291315809950,-5254476401037403146
2794831,00 00 43.1,-39 30 34,G,0,0.0,0.0,0.0,0,-2942411842120992793,7988556961249258099
746338,00 00 43.1,-28 03 40,G,0,0.4,0.08,146.0,0,-4297818785573582030,6195155680085108315
1507962,00 00 43.1,+16 24 11,G,0,0.37,0.09,150.0,0,-8362197068799732145,-6811082426574161728
240982,00 00 43.1,-76 13 49,G,0,0.54,0.45,125.0,0,-8115355113997405270,1548931647015291004
835476,00 00 43.2,-20 53 52,G,0,0.48,0.42,119.0,0,-3358975771478705236,2932450805654635787
1672903,00 00 43.2,+22 36 06,G,0,0.44,0.18,24.0,0,-9186130663140259876,4260132866128237478
513042,00 00 43.2,-46 36 04,G,0,0.57,0.24,102.0,0,-6223665910205062137,4991426987581351686
374525,00 00 43.3,-59 01 33,G,0,0.58,0.24,68.0,0,-5162997205320221511,8813889529405610428
1056613,00 00 43.3,-04 33 13,G,0,0.51,0.11,42.0,0,-1471445751452745385,-5688802834468102888
593132,00 00 43.3,-39 51 58,G,0,0.76,0.56,42.0,0,564766917247901235,-7777755091902006295
450756,00 00 43.4,-51 56 36,G,0,0.48,0.26,153.0,0,-3590362135666986899,-9169001288065278333
1829311,00 00 43.5,+28 12 29,G,0,0.58,0.08,96.0,0,-2793410092374293179,6956136190255805563
124800,00 00 43.6,-39 22 04,G,0,0.36,0.14,133.0,LCRSB235809.8-393847,-3032018083864732767,9151700328982659980
562548,00 00 43.6,-42 31 03,G,0,0.61,0.32,117.0,0,-1500642329533633631,248016413829374426
1207467,00 00 43.7,+01 50 07,G,0,0.36,0.18,152.0,0,957251805546130415,-4268528504013493967
824856,00 00 43.7,-21 42 05,G,0,0.38,0.14,160.0,0,-4775485757739891032,-1240089913408114846
1837351,00 00 43.8,+28 29 32,G,0,0.58,0.29,154.0,0,-4911768967579159499,2073472361296609816
372414,00 00 43.9,-59 18 22,G,0,0.51,0.42,165.0,0,-3379468430013038821,2082889003331047626
771691,00 00 43.9,-26 05 21,G,0,0.4,0.07,0.0,0,6510754509246788915,-6157454192120947385
731715,00 00 44.0,-29 14 11,G,0,0.5,0.28,165.0,0,4578893721244706981,1226668826724520085
234291,00 00 44.0,-77 55 27,G,0,0.53,0.38,26.0,0,-2322443640004850620,3426948596665191264
58,00 00 44.0,+28 24 06,GM,0,0.87,0.15,91.0,MCG5-01-021           CGCG498-61            CGCG499-33            HCG99C,-8429824760713420040,-2467287014478426256
1172352,00 00 44.1,+00 40 23,G,0,0.59,0.08,138.0,NPM1G+00.0655,5755534894167722946,6807810111439604866
1517171,00 00 44.1,+16 47 41,G,0,0.52,0.27,104.0,0,-965090006299822177,67921761724193661
950941,00 00 44.2,-12 34 13,G,0,0.34,0.1,72.0,0,-5060104624806124741,-2882608080588501360
434074,00 00 44.2,-53 06 38,G,0,0.5,0.08,140.0,0,-4246647069394476381,-4274731436699857093
636319,00 00 44.3,-36 28 33,G,0,0.58,0.44,86.0,0,-912592249667089563,-6626982808269567686
706788,00 00 44.3,-31 18 06,G,0,0.52,0.18,146.0,0,4152338841530787496,-6084827320498714510
928357,00 00 44.3,-14 08 49,G,0,0.4,0.12,24.0,0,135738250590302097,-8730579345654235130
1070710,00 00 44.3,-03 28 55,G,0,0.74,0.21,1.0,NPM1G-03.0718,4629226654874405933,2404352508250089206
644799,00 00 44.4,-35 46 15,G,0,0.63,0.57,45.0,0,9133861240743841034,6865519945693780037
1616049,00 00 44.4,+20 05 29,G,0,0.49,0.14,130.0,0,7699124703567823449,4255005713115226380
774152,00 00 44.4,-25 52 12,G,0,0.61,0.52,20.0,0,-5350328462223248738,-7697346120779339464
750614,00 00 44.4,-27 44 05,G,0,0.54,0.31,177.0,0,4652972137929025077,6827677686343493837
59,00 00 44.5,+36 52 10,G,Sc,0.56,0.12,88.0,KUG2358+36518,-3123435176579769466,-8104863834271271400
547479,00 00 44.5,-43 32 51,G,0,0.39,0.04,0.0,0,-4521127301568306791,2767097850913817620
2093369,00 00 44.6,+37 07 09,G,0,0.47,0.2,70.0,0,-3822914562856972298,1113835802701332039
220776,00 00 44.7,-83 42 06,G,0,0.77,0.78,50.0,0,-5628214175504248760,-1529525682406133482
130028,00 00 44.7,-46 23 43,G,SO-a,0.82,0.18,165.0,0,-4633356178607486090,-6837552736638372884
270040,00 00 44.8,-71 12 11,G,0,0.48,0.32,89.0,0,6851289183130494830,6554807546923445461
396826,00 00 44.8,-56 49 34,G,0,0.52,0.08,133.0,0,2642286369626056804,4704735045714302442
549310,00 00 44.9,-43 23 41,G,0,0.47,0.13,147.0,0,-5796374493609217960,3085353474960115118
2038248,00 00 44.9,+33 45 23,G,0,0.52,0.43,158.0,0,7622616970375021824,-3219381140031889626
224405,00 00 44.9,-81 58 03,G,0,0.78,0.39,25.0,0,9125033897858179820,6400278104102285183
636919,00 00 44.9,-36 25 33,G,0,0.4,0.19,149.0,0,-6025520174580405274,8035407870453686006
1340445,00 00 44.9,+08 09 29,G,0,0.89,0.29,56.0,NPM1G+07.0536,4336077684233696729,5786064845863732780
771735,00 00 44.9,-26 05 09,G,0,0.34,0.14,54.0,0,-1095056513314745272,-5431340880315462497
772136,00 00 44.9,-26 02 55,G,0,0.36,0.1,51.0,0,511154106710105361,5865017109703271092
573466,00 00 44.9,-41 39 26,G,0,0.36,0.16,105.0,0,-7562734432817658383,-8446544436604647209
226338,00 00 45.0,-81 03 25,G,0,0.43,0.22,118.0,0,-5074509341821275361,-5565422014947418235
60,00 00 45.1,+28 22 19,GM,SO-a,0.61,0.2,157.0,HCG99D,-6601877789071645253,184812743699527815
915338,00 00 45.1,-15 07 42,G,0,0.54,0.13,43.0,0,2336598278228452151,-4839940030855385576
1141833,00 00 45.2,-00 29 58,G,0,0.42,0.21,93.0,0,6898208209528890938,9016845676452011840
475936,00 00 45.2,-49 31 37,G,0,0.48,0.33,71.0,0,2621513014835201800,9147812613851510517
527732,00 00 45.3,-45 20 52,G,0,0.56,0.39,118.0,0,1441712924092211664,-6792100518640807716
143146,00 00 45.4,-68 05 18,G,0,0.61,0.13,75.0,0,-8318874653708450416,4653041345581760710
848556,00 00 45.4,-19 55 54,G,0,0.58,0.17,128.0,0,3678869279661272881,3088413497276645267
3094159,00 00 45.6,-17 44 39,G,0,0.0,0.0,0.0,NPM1G-18.0638,1255021663969170391,3847717918307823273
547730,00 00 45.6,-43 31 29,G,0,0.37,0.06,96.0,0,5853971973249365678,-2538436804564850080
642035,00 00 45.6,-35 59 54,G,0,0.51,0.33,34.0,0,1020247142076537375,-2280944520844361213
771302,00 00 45.8,-26 07 18,G,0,0.62,0.09,118.0,0,2009555535617530118,4376581140599789945
1473503,00 00 45.8,+15 02 05,G,0,0.45,0.01,0.0,0,-4262883433151506337,7345472276439047369
1039746,00 00 45.9,-05 50 41,G,0,0.42,0.21,125.0,0,-149618142488005296,-4226930266105476011
765060,00 00 45.9,-26 41 18,G,0,0.39,0.09,144.0,0,921684740442600724,8947118739068472563
329728,00 00 45.9,-63 43 54,G,0,0.34,0.08,73.0,0,5612215606550671520,1072228247033670953
750405,00 00 46.0,-27 44 52,G,0,0.49,0.23,174.0,0,-672122896283118789,-7668002445022513814
896314,00 00 46.0,-16 34 52,G,0,0.52,0.22,96.0,0,3257543861655075650,8099559426760698939
554562,00 00 46.1,-43 00 09,G,0,0.44,0.35,155.0,0,977814641425781350,6750256810657903747
556439,00 00 46.1,-42 52 56,G,0,0.54,0.27,52.0,0,-3702189659996340590,-3475770274303191651
2607440,00 00 46.2,+60 49 30,G,0,0.54,0.5,141.0,0,6940992465744529069,8274305991095986061
781006,00 00 46.2,-25 15 09,G,0,0.43,0.1,147.0,0,-1705162350014605227,6946689373743357957
781771,00 00 46.3,-25 10 59,G,0,0.37,0.12,14.0,0,-1566542707362383449,906773975300116717
1342937,00 00 46.3,+08 15 28,G,0,0.56,0.09,180.0,0,-4588202994735206692,-5724151009020615520
373836,00 00 46.3,-59 06 58,G,0,0.47,0.04,0.0,0,3818213421330148380,-6308873313577946289
849253,00 00 46.3,-19 52 53,G,0,0.38,0.18,93.0,0,8596475253162771620,-8886044416449188723
508513,00 00 46.4,-46 57 29,G,0,0.45,0.15,8.0,0,8678807956951530541,6740059260378239396
856595,00 00 46.6,-19 20 19,G,0,0.48,0.14,91.0,0,-3384928989486537875,-3804898820440704908
1095685,00 00 46.6,-02 18 32,G,0,0.63,0.04,0.0,0,-5213438192423482783,9400585331737648
62,00 00 46.8,-77 34 49,G,Sbc,1.0,0.72,12.0,ESO12-13              ESO-LV120130,-2555871941602321377,4516295456181150079
736035,00 00 46.8,-28 53 57,G,0,0.33,0.07,93.0,0,-4469639583366427703,6751092497914613799
1015445,00 00 46.8,-07 38 42,G,0,0.34,0.08,123.0,0,-7315389339585546988,-3357422476894261208
714679,00 00 46.9,-30 38 46,G,0,0.36,0.14,60.0,0,124340445477846872,1822366460727012241
143148,00 00 46.9,-30 23 09,G,0,0.0,0.0,0.0,0,5537827696665433584,7026458273927001760
63,00 00 47.0,+28 24 08,GM,0,0.97,0.05,43.0,UGC12899              MCG5-01-022           CGCG498-62            CGCG499-34            HCG99B,-8872889914565214141,-6667826631617201408
1854274,00 00 47.1,+29 03 14,G,0,0.4,0.16,101.0,0,-403338451042319532,4129048865923671411
788372,00 00 47.2,-24 35 13,G,0,0.42,0.26,20.0,0,984329377069200254,-7122610121050905970
707275,00 00 47.3,-31 15 35,G,0,0.48,0.09,45.0,0,7173950244799785948,1090016906880724
107481,00 00 47.3,-41 26 52,G,0,0.42,0.08,26.0,LCRSB235813.5-414335,4265056879576522034,-3235708603194244206
215025,00 00 47.3,+28 55 59,G,0,0.79,0.19,49.0,0,5604914274696472210,5711923442238978391
2794832,00 00 47.4,-40 24 55,G,0,0.0,0.0,0.0,0,-1450994878155745580,-4708480868685032779
919164,00 00 47.4,-14 50 50,G,0,0.32,0.08,21.0,0,5767827697305603541,2632903050935864178
732615,00 00 47.4,-29 09 40,G,0,0.38,0.17,79.0,0,20339416122364138,5405303206686512113
334085,00 00 47.6,-63 15 40,G,0,0.33,0.04,0.0,0,2482750085755037001,-6059400777705766382
654593,00 00 47.7,-35 00 14,G,0,0.45,0.07,102.0,0,-3807071100369117758,2456480459149139745
938111,00 00 47.8,-13 25 43,G,0,0.61,0.43,178.0,0,-3654266549072591774,-6721818998951446577
886444,00 00 47.9,-17 14 32,G,0,0.64,0.5,118.0,0,-3941967884105468557,-6412137380977607912
513388,00 00 48.0,-46 34 27,G,0,0.53,0.1,2.0,0,5818612419621662377,7660139959596604631
891663,00 00 48.0,-16 54 58,G,0,0.8,0.25,100.0,0,-1527500018926614947,-1467326506633164821
1454005,00 00 48.0,+14 16 37,G,0,0.72,0.49,77.0,0,-2811331201764068123,-1422874336917330314
718514,00 00 48.0,-30 19 47,G,0,0.35,0.15,156.0,0,-5080431860386730549,4296206733398247056
515822,00 00 48.1,-46 22 19,G,0,0.38,0.16,79.0,0,-2312497180461672472,-8899843772271010685
637550,00 00 48.1,-36 22 32,G,0,0.58,0.22,161.0,0,5334842518112673737,-5640645209750186312
736802,00 00 48.1,-28 50 18,G,0,0.84,0.68,114.0,0,6706712320191453796,-789340090033538359
128404,00 00 48.2,-55 11 19,G,Sc,0.82,0.47,161.0,0,5216267391347850020,4607848629716184397
417164,00 00 48.2,-54 39 54,G,0,0.46,0.09,168.0,0,1306141353772838360,-6980972744107473223
868365,00 00 48.2,-18 25 14,G,0,0.39,0.11,83.0,0,3415703393658187910,-8438672443294420018
550556,00 00 48.2,-43 17 32,G,0,0.59,0.6,60.0,0,3050076503310190522,-6376207587426296582
488536,00 00 48.3,-48 19 57,G,0,0.51,0.45,98.0,0,6198473859234390948,-1645991720520323710
1784525,00 00 48.4,+26 40 08,G,0,0.39,0.16,38.0,0,8738150097745435626,5488998327945529888
61,00 00 48.4,-05 34 47,G,SO-a,0.79,0.18,66.0,MCG-1-01-021,6932254265297709288,-4665915206267321539
1048521,00 00 48.5,-05 09 33,G,0,0.35,0.1,137.0,0,7107240915739664358,-1644734224951197861
410613,00 00 48.5,-55 18 46,G,0,0.51,0.27,126.0,0,2441370062346367342,-6876005656013498212
923300,00 00 48.5,-14 32 26,G,0,0.56,0.18,62.0,0,-1738596730497661962,-6446685054668853391
1836058,00 00 48.5,+28 26 59,G,0,0.59,0.08,165.0,0,-3154458238521414122,8316501868399694430
501643,00 00 48.6,-47 25 16,G,0,0.71,0.22,52.0,0,2674491132529858570,8432595643964054791
124311,00 00 48.7,-42 01 06,G,0,0.5,0.15,80.0,LCRSB235814.8-421748,-8739962523574232474,1961618030339347093
475693,00 00 48.7,-49 32 55,G,0,0.63,0.48,129.0,0,6641942862775491876,-6832939348947998952
742341,00 00 48.7,-28 23 02,G,0,0.42,0.25,112.0,0,-8075958134957353355,1144667825180781864
1023662,00 00 48.7,-07 09 12,G,0,0.45,0.2,55.0,0,-7668704201066750560,-6049346170040918404
733005,00 00 48.9,-29 07 40,G,0,0.46,0.2,20.0,0,-7367352303146051121,-2735803118793561989
2794833,00 00 48.9,-40 13 19,G,0,0.0,0.0,0.0,0,4979382543981659827,-2463497642552032129
736663,00 00 49.0,-28 50 57,G,0,0.43,0.19,121.0,0,5437874777725702609,7115548256334639021
601927,00 00 49.0,-39 05 30,G,0,0.36,0.1,142.0,0,-4772773281194137039,6103551418121645467
2111336,00 00 49.0,+37 51 29,G,0,0.61,0.42,74.0,0,-3923471019684711453,7428800773067858079
900069,00 00 49.0,-16 17 12,G,0,0.56,0.36,95.0,0,-166368342778095803,5286144659093252525
2445995,00 00 49.1,+53 36 50,G,0,0.49,0.18,103.0,0,-6439036915787422996,2153644956796005823
1088521,00 00 49.1,-02 33 51,G,0,0.32,0.08,136.0,0,3202083034199807636,7072372464076914423
143151,00 00 49.2,-48 31 00,G,0,0.59,0.11,83.0,0,6372741823280325786,5187613644122379670
746288,00 00 49.2,-28 03 54,G,0,0.53,0.44,131.0,0,-8482649544603415514,-4022333524889381410
2794834,00 00 49.2,-39 31 06,G,0,0.0,0.0,0.0,0,-4494438202999162897,2026824995997684408
