PGC,ra,dec,OType,MType,logD25,logR25,PA,ANames,frame_hash
1894575,00 00 59.6,+30 12 33,G,,0.44,0.05,135.0,,-4874778966698854704
1060057,00 00 59.6,-04 18 21,G,,0.65,0.19,84.0,NPM1G-04.0683,-9113628391606126234
645889,00 00 59.7,-35 40 50,G,,0.47,0.25,55.0,,2839178709250541163
130019,00 00 59.8,-44 32 43,G,Sc,0.83,0.18,173.0,,-3119672094884349421
2053124,00 00 59.8,+34 41 45,G,,0.4,0.11,87.0,,-8120121320370383642
2445683,00 00 59.8,+53 36 12,G,,0.54,0.19,102.0,,-6917129377690860974
749105,00 00 59.9,-27 50 36,G,,0.46,0.05,150.0,,-8568738346185581702
818537,00 01 00.0,-22 08 57,G,,0.5,0.04,,,5594074757161971553
890935,00 01 00.1,-16 57 53,G,,0.49,0.14,161.0,,-4995874288952578723
599021,00 01 00.1,-39 21 33,G,,0.34,0.03,,,-4495990640958618599
938760,00 01 00.1,-13 22 43,G,,0.36,0.1,174.0,,6279864128948503804
597021,00 01 00.2,-39 32 28,G,,0.52,0.24,137.0,,29324886830406294
988885,00 01 00.2,-09 36 13,G,,0.33,0.09,48.0,,7381588113607451617
420467,00 01 00.3,-54 20 01,G,,0.48,0.35,54.0,,450665644883540114
641802,00 01 00.4,-36 01 02,G,,0.44,0.03,,,-989911175365498549
1809231,00 01 00.4,+27 28 26,G,,0.36,0.12,109.0,,-2658346174406257664
415421,00 01 00.5,-54 49 34,G,,0.32,0.03,,,-305269936183287809
81,00 01 00.5,+06 14 34,G,SO,1.08,0.23,54.0,NGC7802               UGC12902              MCG1-01-008           CGCG408-7,9097950620357942223
95119,00 01 00.5,-40 48 05,G,E-SO,0.62,0.39,103.0,,-1619770311643943448
651766,00 01 00.5,-35 13 03,G,,0.59,0.26,177.0,,7154758407705925943
107482,00 01 00.6,-41 44 58,G,,,,,LCRSB235826.8-420139,2769596131224031190
701470,00 01 00.6,-31 45 22,G,,0.46,0.35,16.0,,523957690951010095
130889,00 01 00.6,-37 54 30,G,Sc,0.7,0.11,73.0,,-531609172559719201
661309,00 01 00.6,-34 30 26,G,,0.49,0.21,4.0,,2983737543784700246
829363,00 01 00.7,-21 21 18,G,,0.48,0.22,18.0,,-224587434970070420
835367,00 01 00.7,-20 54 18,G,,0.5,0.28,101.0,,-5914865617305339901
1231205,00 01 00.7,+02 34 30,G,,0.44,0.27,54.0,,-61049597928933745
287950,00 01 00.8,-68 09 29,G,,0.71,0.42,163.0,,-2927752425134168813
852413,00 01 00.8,-19 38 48,G,,0.43,0.28,56.0,,2273654557231370659
545057,00 01 00.9,-43 45 15,G,,0.79,0.35,164.0,,4285059825764541713
543689,00 01 00.9,-43 51 36,G,,0.73,0.02,,,162527971222245985
2118360,00 01 00.9,+38 07 13,G,,0.51,0.1,89.0,,4291561208416792320
846456,00 01 01.0,-20 05 19,G,,0.39,0.14,63.0,,5885309471157129945
1843801,00 01 01.0,+28 42 52,G,,0.56,0.04,,,6063338921555803173
808449,00 01 01.0,-22 49 06,G,,0.35,0.06,82.0,,-6630876581348144764
2799446,00 01 01.1,-35 50 28,G,,,,,,-8078023451779595978
596558,00 01 01.1,-39 34 42,G,,0.47,0.19,101.0,,9189247601813463729
715074,00 01 01.2,-30 36 55,G,,0.48,0.06,135.0,,6934759156596285191
107742,00 01 01.2,-44 25 08,G,,,,,LCRSB235827.3-444149,7270550121819105918
132746,00 01 01.3,-31 23 10,G,E,0.89,0.26,172.0,,4029388159028415523
516119,00 01 01.4,-46 20 47,G,,0.58,0.16,8.0,,-3919019991023251668
489351,00 01 01.4,-48 15 47,G,,0.42,0.11,21.0,,3471407412855853639
930478,00 01 01.5,-13 59 24,G,,0.41,0.18,159.0,,-6722211835549558298
250041,00 01 01.5,-74 27 07,G,,0.52,0.35,26.0,,-282032848976035695
1923011,00 01 01.6,+30 54 11,G,,0.46,0.22,139.0,,-5709370519460507501
572050,00 01 01.6,-41 47 15,G,,0.41,0.23,8.0,,-5615497389082440388
719337,00 01 01.6,-30 16 02,G,,0.55,0.04,,,7741575890106403613
534824,00 01 01.7,-44 40 26,G,,0.4,0.24,51.0,,-5346401769113920884
2052904,00 01 01.7,+34 40 53,G,,0.37,0.04,,,8421470481597301979
1834823,00 01 01.7,+28 24 21,G,,0.46,0.1,165.0,,788701375109197254
2052348,00 01 01.7,+34 38 38,G,,0.46,0.12,121.0,,4936322383163238009
602431,00 01 01.7,-39 02 37,G,,0.47,0.07,130.0,,6894414959798113098
3095390,00 01 01.7,-02 15 42,G,,,,,,-60355833996164750
544920,00 01 01.8,-43 45 55,G,,0.46,0.22,48.0,,6448719232529183397
609369,00 01 02.0,-38 24 18,G,,0.53,0.1,119.0,,-6518576060855849887
95420,00 01 02.0,-43 20 07,G,SO-a,0.78,0.0,,,-2872681760959027112
855942,00 01 02.0,-19 23 17,G,,0.43,0.19,138.0,,-813158936614872564
2796244,00 01 02.1,+58 42 24,G,,0.17,0.17,,ZOAG116.42-3.53,4967763709905477056
554427,00 01 02.2,-43 00 45,G,,0.41,0.03,,,-903916191323529989
895012,00 01 02.2,-16 41 08,G,,0.67,0.09,115.0,NPM1G-16.0636,2855740808945674445
647168,00 01 02.3,-35 34 45,G,,0.52,0.36,44.0,,3727614014527126138
764649,00 01 02.3,-26 43 19,G,,0.45,0.22,,,-5726530286503683819
124801,00 01 02.3,-38 41 31,G,,0.61,0.43,58.0,LCRSB235828.5-385814,8086262640326107728
124802,00 01 02.4,-38 36 45,G,,,,,LCRSB235828.5-385326,2580039910179136433
95120,00 01 02.5,-40 48 10,M,,0.8,0.19,76.0,DUKST348-43,6531605824028522800
542412,00 01 02.5,-43 57 49,G,,0.41,0.06,163.0,,5370267589985676360
629282,00 01 02.6,-37 02 20,G,,0.37,0.2,56.0,,-7870211134365153113
1551812,00 01 02.6,+18 09 36,G,,0.63,0.35,37.0,,5007310908061600569
1730460,00 01 02.6,+25 15 31,G,,0.44,0.11,102.0,,4398769343864789412
621297,00 01 02.6,-37 33 26,G,,0.57,0.23,41.0,,-3157923773433183052
771271,00 01 02.7,-26 07 27,G,,0.64,0.34,83.0,,1418575541708962875
1147893,00 01 02.7,-00 15 27,G,,0.41,0.24,65.0,,-7679886957949842946
75,00 01 02.7,-43 19 51,G,E,1.15,0.09,172.0,ESO241-10             MCG-7-01-006          ESO-LV2410100,5754818555182274238
498045,00 01 02.8,-47 38 47,G,,0.49,0.18,94.0,,2712767044863062992
771694,00 01 03.0,-26 05 21,G,,0.31,0.08,172.0,,-5398892439811459070
143159,00 01 03.0,-43 56 19,G,,0.72,0.44,87.0,,7027646873948982314
1014898,00 01 03.1,-07 40 35,G,,0.53,0.31,97.0,,-8628024182060332367
198763,00 01 03.2,-29 18 28,G,,0.7,0.17,167.0,DUKST409-32,-9209650363217552584
2425316,00 01 03.2,+52 51 04,G,,0.52,0.17,76.0,,-2007673976680500966
1192083,00 01 03.2,+01 20 53,G,,0.63,0.46,75.0,,4792663601902161528
2739545,00 01 03.3,+70 56 14,G,,0.47,0.32,98.0,,7097412120695069417
2794839,00 01 03.3,-39 37 37,G,,,,,,3557866797275807391
458990,00 01 03.4,-51 10 40,G,,0.44,0.19,174.0,,-8030557877059292504
736164,00 01 03.4,-28 53 22,G,,0.47,0.37,140.0,,5620244501003076594
73205,00 01 03.4,+09 00 33,G,Sc,0.73,0.1,78.0,KUG2358+087,-2186956885912680489
372546,00 01 03.4,-59 17 20,G,,0.34,0.12,84.0,,-3636642993494200369
2391137,00 01 03.5,+51 15 31,G,,0.45,0.25,104.0,,-1401852831273652675
1529295,00 01 03.5,+17 17 30,G,,0.49,0.23,61.0,,8281410959751532525
541045,00 01 03.6,-44 05 10,G,,0.32,0.03,,,8241279606164859794
77,00 01 03.6,+34 39 13,GM,,0.93,0.01,,MCG6-01-004           (CGCG517-11)          (CGCG518-6),8646832548507958308
632232,00 01 03.7,-36 49 10,G,,0.62,0.1,64.0,,-2595171110540058292
735715,00 01 03.8,-28 55 33,G,,0.5,0.28,9.0,,623144050217344987
868194,00 01 04.2,-18 26 02,G,,0.42,0.12,174.0,,1573865761497741493
2059693,00 01 04.2,+35 07 09,G,,0.54,0.22,177.0,,1549701299701110952
910354,00 01 04.3,-15 30 13,G,,0.41,0.21,166.0,,9172565716028637844
782669,00 01 04.4,-25 06 02,G,,0.49,0.39,134.0,,-4489444508927127451
914859,00 01 04.4,-15 10 00,G,,0.47,0.14,71.0,,-8189102466202157994
557556,00 01 04.4,-42 48 57,G,,0.5,0.38,161.0,,-5757114065378570821
129181,00 01 04.4,-51 44 11,G,SO-a,0.7,0.06,36.0,,151953542945552718
2794840,00 01 04.5,-39 52 12,G,,,,,,8340425668725752904
79,00 01 04.5,+04 30 05,GM,,0.82,0.08,14.0,IC5374                MCG1-01-010           CGCG408-8             KUG2358+042           KPG601A,6114789960014900042
615394,00 01 04.6,-37 56 06,G,,0.55,0.33,142.0,,2687969824722935818
763757,00 01 04.6,-26 47 48,G,,0.41,0.28,52.0,,4819612644775456669
642518,00 01 04.7,-35 57 21,G,,0.54,0.33,2.0,,-4058702199739949716
550361,00 01 04.7,-43 18 36,G,,0.36,0.06,119.0,,2226509894952437946
663959,00 01 04.7,-34 19 23,G,,0.6,0.22,71.0,,374103298826634613
143160,00 01 04.8,-36 29 06,G,,0.6,0.21,154.0,,-737397379537728397
80,00 01 04.9,+04 32 32,GM,Sbc,0.96,0.3,177.0,IC5375                MCG1-01-009           CGCG408-9             KPG601B,-1243004889199678394
342649,00 01 04.9,-62 34 53,G,,0.37,0.17,60.0,,4703965257491692271
994536,00 01 04.9,-09 09 15,G,,0.77,0.52,104.0,,7365204227032379650
834665,00 01 04.9,-20 57 18,G,,0.37,0.1,116.0,,-754273784180510502
1343445,00 01 04.9,+08 16 40,G,,0.83,0.27,106.0,,-6180552603794117776
2794841,00 01 05.1,-40 02 52,G,,,,,,5916264869724953700
705682,00 01 05.1,-31 23 41,G,,0.39,0.13,154.0,,1080671012544586849
889025,00 01 05.1,-17 05 06,G,,0.34,0.08,110.0,,-8208465538296270675
1981835,00 01 05.1,+32 07 56,G,,0.49,0.27,28.0,,2339825307404456351
143162,00 01 05.3,-28 22 12,G,,0.76,0.23,139.0,,-2575456954412497577
774480,00 01 05.3,-25 50 26,G,,0.55,0.46,43.0,,6639348768808540161
495312,00 01 05.4,-47 48 50,G,,0.52,0.21,100.0,,2009845571016087129
2032381,00 01 05.5,+33 27 13,G,,0.41,0.23,59.0,,2318020037906191906
763354,00 01 05.6,-26 49 46,G,,0.38,0.08,12.0,,3678209324902367796
779182,00 01 05.7,-25 25 15,G,,0.48,0.22,146.0,,-4888406647142316551
715115,00 01 05.7,-30 36 42,G,,0.67,0.66,92.0,,-1922106726745069127
543343,00 01 05.8,-43 53 13,G,,0.42,0.24,135.0,,248074754817732262
549933,00 01 05.8,-43 20 36,G,,0.44,0.05,67.0,,7034973921966834049
512597,00 01 05.8,-46 38 15,G,,0.41,0.16,122.0,,7568942505355205597
2449268,00 01 05.8,+53 43 58,G,,0.63,0.25,83.0,,6331172063283717587
82,00 01 05.9,-53 59 29,GM,SO-a,1.05,0.16,8.0,ESO149-11A            ESO-LV1492110,8417004946412520794
499576,00 01 05.9,-47 33 03,G,,0.42,0.08,143.0,,7621608045860559597
306539,00 01 06.0,-66 13 04,G,,0.61,0.53,33.0,,-7164765614533909679
1339457,00 01 06.0,+08 07 06,G,,0.76,0.12,39.0,NPM1G+07.0537,-4137770888229168528
792889,00 01 06.2,-24 09 56,G,,0.64,0.34,114.0,,-6248233476276989189
490739,00 01 06.2,-48 08 43,G,,0.5,0.23,50.0,,8360150753382910446
598610,00 01 06.3,-39 23 57,G,,0.51,0.33,173.0,,-5412270509238327347
1844690,00 01 06.4,+28 44 43,G,,0.44,0.2,146.0,,-3821137906091479591
978665,00 01 06.4,-10 24 01,G,,0.5,0.1,46.0,,6593801358044834663
600007,00 01 06.4,-39 16 11,G,,0.63,0.53,177.0,,1572548357754264226
2097028,00 01 06.4,+37 16 58,G,,0.42,0.11,88.0,,-8976443809331750189
93036,00 01 06.4,+30 52 48,G,,0.8,0.5,153.0,FGCA290,-8256481594889280074
83,00 01 06.4,+32 22 37,GM,Sd,0.69,0.38,37.0,KUG2358+320A,-1310281519104727765
124803,00 01 06.5,-39 07 33,G,,,,,LCRSB235832.7-392414,9171043094431446643
896653,00 01 06.5,-16 33 19,G,,0.39,0.15,22.0,,-7130754651090932702
438898,00 01 06.5,-52 46 10,G,,0.39,0.1,156.0,,-1277701632483510388
758351,00 01 06.6,-27 12 19,G,,0.49,0.28,90.0,,-1170234511474016973
659095,00 01 06.6,-34 40 14,G,,0.51,0.32,131.0,,7512110736892805566
353600,00 01 06.7,-61 38 51,G,,0.47,0.23,16.0,,1160701029423921960
605364,00 01 06.7,-38 46 26,G,,0.42,0.13,26.0,,-7290311869675081726
476335,00 01 06.7,-49 29 17,G,,0.31,0.04,,,-3978943004613433906
84,00 01 06.7,-52 13 06,G,Sbc,0.91,0.47,167.0,ESO193-10             ESO-LV1930100,-7354249800173763627
1219092,00 01 06.8,+02 11 44,G,,0.33,0.07,50.0,,-8080920224047785501
900699,00 01 06.8,-16 14 21,G,,0.54,0.43,125.0,,4700196557783451058
1610026,00 01 06.9,+19 54 58,G,,0.4,0.24,99.0,,-4940248471634708368
439200,00 01 07.1,-52 45 03,G,,0.45,0.19,74.0,,-4155567347777833786
876561,00 01 07.1,-17 50 39,G,,0.74,0.25,64.0,,5895600687005433009
896603,00 01 07.1,-16 33 32,G,,0.59,0.32,175.0,,-701445514595197773
610402,00 01 07.1,-38 18 52,G,,0.61,0.13,67.0,,7886575091126144356
1019708,00 01 07.2,-07 23 42,G,,0.47,0.23,20.0,,1161622768853525765
124804,00 01 07.4,-38 36 51,G,,,,,LCRSB235833.5-385332,-1370629244376110362
124987,00 01 07.4,-44 02 07,G,,,,,LCRSB235833.6-441848,-8037687971673304175
1281202,00 01 07.4,+05 17 55,G,,0.76,0.27,91.0,,-4534623434064387764
1764819,00 01 07.4,+26 09 13,G,,0.36,0.14,48.0,,-1969447129188477217
655818,00 01 07.5,-34 54 56,G,,0.34,0.07,162.0,,-2736948170464175564
734433,00 01 07.5,-29 01 18,G,,0.42,0.1,11.0,,3779358516255785486
907495,00 01 07.6,-15 42 39,G,,0.45,0.09,44.0,,5057080690593505955
107483,00 01 07.7,-41 02 28,G,,0.64,0.38,92.0,LCRSB235833.7-411911,-8167150482350046221
228265,00 01 07.7,-80 12 37,G,,0.63,0.34,176.0,,-9132034303808192113
85,00 01 07.7,-50 15 50,G,E,0.34,0.06,,DRCG39-58,7741166989604883216
663918,00 01 07.7,-34 19 32,G,,0.61,0.48,125.0,,6567352144840641069
400487,00 01 07.8,-56 23 43,G,,0.54,0.19,148.0,,1430572816163563376
636960,00 01 07.8,-36 25 21,G,,0.37,0.1,105.0,,4792641035892834758
516398,00 01 07.9,-46 19 11,G,,0.39,0.14,109.0,,-5455339828618819970
927982,00 01 07.9,-14 10 51,G,,0.4,0.23,7.0,,2754303299851698625
1485474,00 01 08.0,+15 28 08,G,,0.44,0.17,57.0,,-8450818158940241987
355576,00 01 08.0,-61 24 29,G,,0.32,0.05,,,2079649508478288883
133623,00 01 08.1,-24 40 45,G,Sc,0.74,0.17,39.0,,-1461068148027321987
511367,00 01 08.1,-46 44 05,G,,0.4,0.06,8.0,,-1285834079045334130
1417100,00 01 08.1,+12 50 02,G,,0.43,0.07,137.0,,-3145527836884956642
771172,00 01 08.2,-26 08 01,G,,0.51,0.27,126.0,,4945445657674485055
515156,00 01 08.3,-46 25 36,G,,0.43,0.19,146.0,,195438225137612399
96,00 01 08.3,+06 20 16,G,Sbc,1.03,0.51,154.0,UGC12903              MCG1-01-011           CGCG408-10            KUG2358+060,-8059110769960163669
130888,00 01 08.3,-38 07 35,G,SO-a,0.87,0.2,172.0,DUKST348-19,5677831079302377325
566277,00 01 08.5,-42 15 11,G,,0.39,0.19,44.0,,-809095940732519771
198781,00 01 08.5,-27 48 41,G,,0.63,0.42,179.0,DUKST409-52,3464075026919987532
1713920,00 01 08.5,+24 41 47,G,,0.41,0.16,1.0,,1673626070361532769
1247913,00 01 08.5,+03 14 00,G,,0.44,0.11,104.0,,684396362365230796
846014,00 01 08.6,-20 07 27,G,,0.5,0.38,113.0,,209601372437717979
728218,00 01 08.6,-29 31 56,G,,0.62,0.06,16.0,,-5294997149398706123
143166,00 01 08.6,-36 15 14,G,,0.64,0.48,103.0,,-6529120589523229272
592151,00 01 08.6,-39 56 47,G,,0.48,0.12,134.0,,-3120210572821256922
86,00 01 08.6,+33 06 53,G,Sc,0.62,0.07,128.0,KUG2358+328,-5306873612505679924
1442448,00 01 08.8,+13 51 24,G,,0.46,0.21,160.0,,1774889602179232170
796464,00 01 08.9,-23 50 25,G,,0.41,0.28,14.0,,6775460182034666983
1424891,00 01 08.9,+13 11 07,G,,0.43,0.07,40.0,,-6584246488375050549
951167,00 01 08.9,-12 33 09,G,,0.4,0.23,90.0,MRC2358-128,-2833893416770262327
1652765,00 01 08.9,+21 34 11,G,,0.52,0.31,156.0,,-7784897903316407573
743032,00 01 09.0,-28 19 44,G,,0.39,0.12,,,-8280317952756411433
544335,00 01 09.0,-43 48 42,G,,0.4,0.22,12.0,,6537138952094762245
897915,00 01 09.0,-16 27 23,G,,0.89,0.39,97.0,,7869022937550280797
448617,00 01 09.1,-52 06 25,G,,0.54,0.31,175.0,,3542226493533156232
709225,00 01 09.1,-31 05 51,G,,0.34,0.1,14.0,,-5905944132443021057
351075,00 01 09.1,-61 55 26,G,,0.56,0.25,13.0,,-3848390039771742428
796311,00 01 09.1,-23 51 12,G,,0.63,0.31,4.0,,8580730451469485152
820727,00 01 09.2,-21 59 47,G,,0.58,0.16,27.0,,1430062227231641136
446650,00 01 09.2,-52 15 15,G,,0.54,0.19,84.0,,6985161253242546935
1183580,00 01 09.2,+01 04 09,G,,0.46,0.07,49.0,,5815469869434152370
845867,00 01 09.3,-20 08 08,G,,0.54,0.05,72.0,,-3026285949850387975
1246645,00 01 09.4,+03 10 05,G,,0.54,0.26,101.0,,5777947223598868385
2435389,00 01 09.4,+53 14 10,G,,0.55,0.1,33.0,,-4251957921626849682
143167,00 01 09.4,-38 44 07,G,,0.62,0.23,60.0,,-7030160397481252251
1040025,00 01 09.5,-05 49 09,G,,0.43,0.12,108.0,,43292112479606230
1537798,00 01 09.5,+17 38 36,G,,0.49,0.15,101.0,NPM1G+17.0769,1169400968557930462
124805,00 01 09.5,-37 59 28,G,,0.48,0.11,133.0,LCRSB235835.7-381611,-2605769514392264836
636274,00 01 09.5,-36 28 47,G,,0.35,0.13,174.0,,-8917118554342811678
400481,00 01 09.7,-56 23 44,G,,0.32,0.05,175.0,,-5313585710681982415
601651,00 01 09.7,-39 07 04,G,,0.42,0.24,80.0,,5607256754274600043
976886,00 01 09.7,-10 32 35,G,,0.38,0.05,,,-823021782638387136
825711,00 01 09.8,-21 38 11,G,,0.45,0.23,108.0,,-364325212300258761
1841891,00 01 09.8,+28 38 55,G,,0.46,0.12,171.0,,-4016177895490036255
905287,00 01 09.9,-15 52 46,G,,0.47,0.16,65.0,,-2054199664248590169
1022153,00 01 09.9,-07 14 43,G,,0.38,0.13,113.0,,6095406579645773115
777142,00 01 09.9,-25 35 54,G,,0.41,0.06,128.0,,8708654165296949816
843601,00 01 09.9,-20 18 14,G,,0.33,0.08,83.0,,-3181630517527709305
410972,00 01 10.0,-55 16 36,G,,0.31,0.05,155.0,,992632020018398578
602465,00 01 10.0,-39 02 27,G,,0.45,0.27,164.0,,6515609588360505566
904415,00 01 10.0,-15 56 47,G,,0.61,0.24,57.0,,-6412837382438480592
87,00 01 10.1,-50 35 05,G,SO-a,0.71,0.44,,DRCG39-41,-8364392482569914218
1995081,00 01 10.1,+32 23 56,G,,0.64,0.19,8.0,,5152548076588632899
942278,00 01 10.1,-13 08 25,G,,0.55,0.39,86.0,,-374025904555727661
547519,00 01 10.2,-43 32 38,G,,0.34,0.09,96.0,,980696639339946011
124806,00 01 10.3,-39 02 45,G,,0.59,0.24,171.0,LCRSB235836.5-391927,-747535037652339340
818299,00 01 10.3,-22 09 52,G,,0.7,0.32,142.0,,4567225564813707551
508891,00 01 10.4,-46 55 45,G,,0.53,0.48,155.0,,-3911273892783484153
937427,00 01 10.4,-13 28 52,G,,0.63,0.19,7.0,NPM1G-13.0664,3098740997866206278
88,00 01 10.7,-52 12 17,G,,0.72,0.12,102.0,ESO-LV1930101,-8034599625195364640
889228,00 01 10.7,-17 04 16,G,,0.44,0.1,139.0,,-2681901683400653491
133640,00 01 10.7,-27 01 12,G,E,0.76,0.16,154.0,DUKST537-12,-1790314595189199423
398853,00 01 10.8,-56 35 51,G,,0.41,0.06,126.0,,-2872319199090948061
862159,00 01 10.9,-18 54 53,G,,0.32,0.09,100.0,,6032432010722971346
1833145,00 01 11.1,+28 20 37,G,,0.52,0.28,93.0,,1089117150934366014
2567255,00 01 11.1,+57 31 35,G,,0.43,0.28,96.0,,-3016040550436905601
582446,00 01 11.2,-40 47 22,G,,0.58,0.34,119.0,,-7865073572451565511
657962,00 01 11.2,-34 45 26,G,,0.35,0.13,100.0,,5929365595943358132
937508,00 01 11.3,-13 28 27,G,,0.45,0.15,44.0,,-8129776331669383489
263727,00 01 11.3,-72 21 37,G,,0.56,0.15,126.0,,7644537913445835389
199359,00 01 11.3,-35 13 15,G,,,,,DUKST349-121,-945256216121542036
1445410,00 01 11.3,+13 57 49,G,,0.39,0.12,64.0,,4146850254633466084
1528835,00 01 11.3,+17 16 26,G,,0.38,0.08,2.0,,-8484681887125939503
627445,00 01 11.4,-37 09 56,G,,0.43,0.22,174.0,,721550230239101254
2085251,00 01 11.4,+36 41 38,G,,0.61,0.22,122.0,,1378694940821223201
143169,00 01 11.6,-38 45 07,G,,0.68,0.51,103.0,,-1985593275098342010
2118419,00 01 11.8,+38 07 21,G,,0.41,0.08,31.0,,6293578790184871206
604663,00 01 11.8,-38 50 12,G,,0.34,0.08,57.0,,3203876508624516628
1485723,00 01 11.9,+15 28 42,G,,0.46,0.21,131.0,NPM1G+15.0635,-4198621339299896853
893488,00 01 11.9,-16 47 27,G,,0.48,0.14,54.0,,1181343072692147027
660871,00 01 11.9,-34 32 29,G,,0.42,0.18,76.0,,2071469392368547709
740795,00 01 12.0,-28 30 48,G,,0.52,0.09,162.0,,2582747944825647840
2386343,00 01 12.0,+50 59 15,G,,0.67,0.27,104.0,NPM1G+50.0447,-928223111389080578
1830843,00 01 12.0,+28 15 50,G,,0.44,0.16,106.0,,-2323962094434505347
417820,00 01 12.2,-54 36 11,G,,0.57,0.17,89.0,,-3177376437416929512
107484,00 01 12.2,-41 36 52,G,,0.49,0.15,160.0,LCRSB235838.5-415335,-5148451243548886350
1000589,00 01 12.3,-08 40 39,G,,0.53,0.07,161.0,,5355360243809056878
520369,00 01 12.3,-45 59 16,G,,0.47,0.17,84.0,,1929378170393676226
100704,00 01 12.3,-49 30 29,G,,0.56,0.11,179.0,,4649729160115156591
773802,00 01 12.3,-25 54 11,G,,0.45,0.14,10.0,,7016279672722259363
124807,00 01 12.3,-39 13 55,G,,0.51,0.08,81.0,LCRSB235838.6-393036,-1062778114087763963
1011712,00 01 12.4,-07 52 22,G,,0.36,0.09,36.0,,-6705929219298727887
107743,00 01 12.4,-44 44 12,G,,0.43,0.17,109.0,LCRSB235838.5-450055,-7305883808006132073
1912580,00 01 12.5,+30 39 33,G,,0.54,0.28,,,40109925354266040
735667,00 01 12.5,-28 55 44,G,,0.4,0.19,100.0,,-948333722218793228
1052227,00 01 12.6,-04 52 54,G,,0.41,0.19,59.0,,-8778493848558859902
637146,00 01 12.6,-36 24 33,G,,0.41,0.04,,,-155432878412059139
820602,00 01 13.0,-22 00 18,G,,0.34,0.12,122.0,,-357827666076922145
1834192,00 01 13.0,+28 22 58,G,,0.5,0.1,36.0,,-2128242296218178360
906676,00 01 13.2,-15 46 26,G,,0.46,0.06,100.0,,-6933392655573578784
1063221,00 01 13.3,-04 04 30,G,,0.5,0.06,137.0,,1632727712292267743
97569,00 01 13.3,-00 59 37,G,,,,,IRAS23586-0116450055,2845080735178990617
956743,00 01 13.4,-12 10 05,G,,0.79,0.56,4.0,,335894835892086268
1064995,00 01 13.4,-03 56 24,G,,0.41,0.09,166.0,,2372880381690734200
89,00 01 13.4,+13 08 37,GM,SBbc,0.87,0.39,68.0,MCG2-01-009           KUG2358+128A          HCG100C,-6889462781284996921
95115,00 01 13.5,-43 14 28,G,SO-a,0.66,0.4,91.0,,-2359809898110296597
90,00 01 13.6,-44 00 43,G,Sb,1.04,0.37,93.0,ESO241-11             ESO-LV2410110,-7490339509546916030
132703,00 01 13.7,-27 36 19,G,Sc,0.82,0.13,120.0,,8761269784947587296
755276,00 01 13.7,-27 24 55,G,,0.61,0.32,168.0,,5919177969772757808
411953,00 01 13.7,-55 10 36,G,,0.61,0.2,10.0,,-848172218973100926
1625347,00 01 13.7,+20 22 20,G,,0.61,0.07,172.0,,-6724262544692453550
514576,00 01 13.8,-46 28 29,G,,0.61,0.42,104.0,,-7431421832684797250
551434,00 01 13.8,-43 13 28,G,,0.54,0.39,90.0,,-9125478477530754093
514453,00 01 13.9,-46 29 01,G,,0.37,0.08,148.0,,-4467031839115142098
3091534,00 01 13.9,+09 22 44,G,,,,,NPM1G+09.0632,2585738218401917680
605597,00 01 14.0,-38 45 11,G,,0.5,0.15,,,8092692922450487573
78,00 01 14.0,+13 09 43,G,Sd,0.52,0.29,,MCG2-01-008,-2984650179483558475
580473,00 01 14.0,-40 58 06,G,,0.35,0.04,,,-782303121425687164
215026,00 01 14.1,+34 40 59,G,,0.3,0.25,,,-2524138072997934596
91,00 01 14.1,+34 40 33,G,SBab,1.01,0.17,38.0,UGC12904              MCG6-01-005           CGCG518-7             CGCG517-12,3781055804629540285
238164,00 01 14.2,-76 57 57,G,,0.72,0.42,126.0,,5537889833636695999
405429,00 01 14.2,-55 51 12,G,,0.53,0.04,,,5876138225472359599
606184,00 01 14.2,-38 41 48,G,,0.59,0.38,23.0,,-7226264491127123887
550345,00 01 14.3,-43 18 40,G,,0.38,0.18,36.0,,507618070420898267
632275,00 01 14.3,-36 48 53,G,,0.59,0.48,69.0,,2960512914921107714
1296986,00 01 14.3,+06 14 25,G,,0.59,0.16,121.0,,5513533124875051020
73206,00 01 14.5,+16 10 44,G,,0.59,0.27,97.0,KUG2358+159,-1913164850745886069
1513026,00 01 14.5,+16 37 14,G,,0.46,0.07,100.0,,-6220957014185303304
394637,00 01 14.5,-57 02 26,G,,0.67,0.55,54.0,,5564366304396645150
2794842,00 01 14.5,-39 36 29,G,,,,,,-3396521281847135424
198784,00 01 14.6,-29 10 40,G,,,,,DUKST409-55,-5861558910532230519
495308,00 01 14.7,-47 48 50,G,,0.42,0.18,55.0,,-1636417849781925294
801435,00 01 14.7,-23 23 20,G,,0.73,0.68,6.0,,-494122833410192274
238198,00 01 14.9,-76 57 24,G,,0.46,0.22,80.0,,-3550627413328832078
1697121,00 01 14.9,+23 58 11,G,,0.47,0.11,104.0,,-8342493625590410995
1956841,00 01 14.9,+31 38 12,G,,0.64,0.14,114.0,,-4925647563873386631
1391812,00 01 14.9,+11 18 55,G,,0.36,0.15,53.0,,5959980685269702697
124808,00 01 14.9,-39 09 37,G,,0.41,0.11,1.0,LCRSB235841.2-392619,-5736512984921322541
924088,00 01 15.0,-14 28 47,G,,0.41,0.25,107.0,,1749719925321056734
1944121,00 01 15.0,+31 22 27,G,,0.64,0.11,34.0,NPM1G+31.0507,-670254952776944772
737934,00 01 15.1,-28 44 53,G,,0.44,0.13,94.0,,1787020624486734932
